,state_number,consecutive_number,vehicle_number,contributing_circumstances_motor_vehicle,contributing_circumstances_motor_vehicle_name
3891,6,62962,1,0,None
3892,6,62963,1,0,None
3893,6,62964,1,0,None
3894,6,62965,1,0,None
3895,6,62624,1,0,None
3896,6,62625,1,0,None
3897,6,62626,1,0,None
3898,6,62627,1,0,None
3899,6,62628,1,0,None
3900,6,62629,1,0,None
3901,6,62630,1,0,None
3902,6,62631,1,0,None
3903,6,62632,1,0,None
3904,6,62633,1,0,None
3905,6,62634,1,0,None
3906,6,62635,1,0,None
3907,6,62636,1,0,None
3908,6,62637,1,0,None
3909,6,62608,1,0,None
3910,6,62609,1,0,None
3911,6,62611,1,0,None
3912,6,62612,1,0,None
3913,6,62613,1,0,None
3914,6,62614,1,0,None
3915,6,62615,1,0,None
3916,6,62616,1,0,None
3917,6,62638,1,0,None
3918,6,62617,1,0,None
3919,6,62618,1,0,None
3920,6,62619,1,0,None
3921,6,62620,1,0,None
3922,6,62621,1,0,None
3923,6,62622,1,0,None
3924,6,62623,1,0,None
3925,6,62654,1,0,None
3926,6,62655,1,0,None
3927,6,62656,1,0,None
3928,6,62657,1,0,None
3929,6,62658,1,0,None
3930,6,62659,1,0,None
3931,6,62660,1,0,None
3932,6,62661,1,0,None
3933,6,62662,1,0,None
3934,6,62663,1,0,None
3935,6,62664,1,0,None
3936,6,62665,1,0,None
3937,6,62666,1,0,None
3938,6,62667,1,0,None
3939,6,62668,1,0,None
3940,6,62646,1,0,None
3941,6,62639,1,0,None
3942,6,62640,1,0,None
3943,6,62641,1,0,None
3944,6,62642,1,0,None
3945,6,62643,1,0,None
3946,6,62644,1,0,None
3947,6,62645,1,0,None
3948,6,62607,1,0,None
3949,6,62647,1,0,None
3950,6,62648,1,0,None
3951,6,62649,1,0,None
3952,6,62650,1,0,None
3953,6,62651,1,0,None
3954,6,62652,1,0,None
3955,6,62653,1,0,None
3956,6,62565,1,0,None
3957,6,62560,1,0,None
3958,6,62561,1,0,None
3959,6,62562,1,0,None
3960,6,62563,1,0,None
3961,6,62564,1,0,None
3962,6,62566,1,0,None
3963,6,62567,1,0,None
3964,6,62568,1,0,None
3965,6,62570,1,0,None
3966,6,62571,1,0,None
3967,6,62572,1,0,None
3968,6,62552,1,0,None
3969,6,62549,1,0,None
3970,6,62550,1,0,None
3971,6,62551,1,0,None
3972,6,62573,1,0,None
3973,6,62554,1,0,None
3974,6,62555,1,0,None
3975,6,62556,1,0,None
3976,6,62557,1,0,None
3977,6,62559,1,0,None
3978,6,62596,1,0,None
3979,6,62589,1,0,None
3980,6,62590,1,0,None
3981,6,62591,1,0,None
3982,6,62592,1,0,None
3983,6,62593,1,0,None
3984,6,62594,1,0,None
3985,6,62595,1,0,None
3986,6,62597,1,0,None
3987,6,62598,1,0,None
3988,6,62599,1,0,None
3989,6,62600,1,0,None
3990,6,62601,1,0,None
3991,6,62602,1,0,None
3992,6,62603,1,0,None
3993,6,62604,1,0,None
3994,6,62606,1,0,None
3995,6,62580,1,0,None
3996,6,62574,1,0,None
3997,6,62575,1,0,None
3998,6,62576,1,0,None
3999,6,62577,1,0,None
4000,6,62578,1,0,None
4001,6,62579,1,0,None
4002,6,62669,1,0,None
4003,6,62581,1,0,None
4004,6,62582,1,0,None
4005,6,62583,1,0,None
4006,6,62584,1,0,None
4007,6,62585,1,0,None
4008,6,62586,1,0,None
4009,6,62587,1,0,None
4010,6,62755,1,0,None
4011,6,62748,1,0,None
4012,6,62749,1,0,None
4013,6,62750,1,0,None
4014,6,62751,1,0,None
4015,6,62752,1,0,None
4016,6,62753,1,0,None
4017,6,62754,1,0,None
4018,6,62746,1,0,None
4019,6,62756,1,0,None
4020,6,62757,1,0,None
4021,6,62758,1,0,None
4022,6,62759,1,0,None
4023,6,62760,1,0,None
4024,6,62761,1,0,None
4025,6,62762,1,0,None
4026,6,62763,1,0,None
4027,6,62736,1,0,None
4028,6,62728,1,0,None
4029,6,62729,1,0,None
4030,6,62730,1,0,None
4031,6,62731,1,0,None
4032,6,62732,1,0,None
4033,6,62733,1,0,None
4034,6,62734,1,0,None
4035,6,62735,1,0,None
4036,6,62738,1,0,None
4037,6,62739,1,0,None
4038,6,62740,1,0,None
4039,6,62741,1,0,None
4040,6,62742,1,0,None
4041,6,62743,1,0,None
4042,6,62744,1,0,None
4043,6,62745,1,0,None
4044,6,62792,1,0,None
4045,6,62783,1,0,None
4046,6,62784,1,0,None
4047,6,62785,1,0,None
4048,6,62786,1,0,None
4049,6,62787,1,0,None
4050,6,62788,1,0,None
4051,6,62789,1,0,None
4052,6,62790,1,0,None
4053,6,62791,1,0,None
4054,6,62782,1,0,None
4055,6,62793,1,0,None
4056,6,62794,1,0,None
4057,6,62795,1,0,None
4058,6,62796,1,0,None
4059,6,62797,1,0,None
4060,6,62798,1,0,None
4061,6,62799,1,0,None
4062,6,62764,1,0,None
4063,6,62765,1,0,None
4064,6,62766,1,0,None
4065,6,62767,1,0,None
4066,6,62768,1,0,None
4067,6,62769,1,0,None
4068,6,62771,1,0,None
4069,6,62772,1,0,None
4070,6,62773,1,0,None
4071,6,62775,1,0,None
4072,6,62776,1,0,None
4073,6,62777,1,0,None
4074,6,62778,1,0,None
4075,6,62779,1,0,None
4076,6,62780,1,0,None
4077,6,62781,1,0,None
4078,6,62696,1,0,None
4079,6,62687,1,0,None
4080,6,62688,1,0,None
4081,6,62689,1,0,None
4082,6,62690,1,0,None
4083,6,62691,1,0,None
4084,6,62693,1,0,None
4085,6,62694,1,0,None
4086,6,62695,1,0,None
4087,6,62686,1,0,None
4088,6,62697,1,0,None
4089,6,62698,1,0,None
4090,6,62699,1,0,None
4091,6,62700,1,0,None
4092,6,62701,1,0,None
4093,6,62671,1,0,None
4094,6,62672,1,0,None
4095,6,62673,1,0,None
4096,6,62674,1,0,None
4097,6,62675,1,0,None
4098,6,62676,1,0,None
4099,6,62677,1,0,None
4100,6,62678,1,0,None
4101,6,62679,1,0,None
4102,6,62680,1,0,None
4103,6,62681,1,0,None
4104,6,62682,1,0,None
4105,6,62685,1,0,None
4106,6,62720,1,0,None
4107,6,62714,1,0,None
4108,6,62715,1,0,None
4109,6,62716,1,0,None
4110,6,62718,1,0,None
4111,6,62719,1,0,None
4112,6,62713,1,0,None
4113,6,62721,1,0,None
4114,6,62722,1,0,None
4115,6,62723,1,0,None
4116,6,62724,1,0,None
4117,6,62725,1,0,None
4118,6,62727,1,0,None
4119,6,62706,1,0,None
4120,6,62702,1,0,None
4121,6,62703,1,0,None
4122,6,62704,1,0,None
4123,6,62705,1,0,None
4124,6,62707,1,0,None
4125,6,62708,1,0,None
4126,6,62709,1,0,None
4127,6,62710,1,0,None
4128,6,62711,1,0,None
4129,6,62712,1,0,None
4130,6,62028,1,0,None
4131,6,60040,1,0,None
4132,6,60033,1,0,None
4133,6,60034,1,0,None
4134,6,60035,1,0,None
4135,6,60036,1,0,None
4136,6,60037,1,0,None
4137,6,60038,1,0,None
4138,6,60039,1,0,None
4139,6,60032,1,0,None
4140,6,60042,1,0,None
4141,6,60043,1,0,None
4142,6,60045,1,0,None
4143,6,60046,1,0,None
4144,6,60047,1,0,None
4145,6,60048,1,0,None
4146,6,60025,1,0,None
4147,6,60021,1,0,None
4148,6,60022,1,0,None
4149,6,60024,1,0,None
4150,6,60049,1,0,None
4151,6,60026,1,0,None
4152,6,60027,1,0,None
4153,6,60028,1,0,None
4154,6,60030,1,0,None
4155,6,60031,1,0,None
4156,6,60072,1,0,None
4157,6,60064,1,0,None
4158,6,60065,1,0,None
4159,6,60066,1,0,None
4160,6,60067,1,0,None
4161,6,60068,1,0,None
4162,6,60069,1,0,None
4163,6,60070,1,0,None
4164,6,60071,1,0,None
4165,6,60063,1,0,None
4166,6,60073,1,0,None
4167,6,60074,1,0,None
4168,6,60075,1,0,None
4169,6,60076,1,0,None
4170,6,60077,1,0,None
4171,6,60078,1,0,None
4172,6,60079,1,0,None
4173,6,60058,1,0,None
4174,6,60050,1,0,None
4175,6,60051,1,0,None
4176,6,60052,1,0,None
4177,6,60053,1,0,None
4178,6,60054,1,0,None
4179,6,60055,1,0,None
4180,6,60056,1,0,None
4181,6,60057,1,0,None
4182,6,60020,1,0,None
4183,6,60059,1,0,None
4184,6,60060,1,0,None
4185,6,60061,1,0,None
4186,6,60062,1,0,None
4187,6,60012,1,0,None
4188,6,60005,1,0,None
4189,6,60006,1,0,None
4190,6,60007,1,0,None
4191,6,60008,1,0,None
4192,6,60009,1,0,None
4193,6,60011,1,0,None
4194,6,60004,1,0,None
4195,6,60013,1,0,None
4196,6,60014,1,0,None
4197,6,60015,1,0,None
4198,6,60016,1,0,None
4199,6,60017,1,0,None
4200,6,60018,1,0,None
4201,6,60019,1,0,None
4202,6,60001,1,0,None
4203,6,60002,1,0,None
4204,6,60003,1,0,None
4205,6,61434,1,0,None
4206,6,61428,1,0,None
4207,6,61429,1,0,None
4208,6,61430,1,0,None
4209,6,61431,1,0,None
4210,6,61432,1,0,None
4211,6,61433,1,0,None
4212,6,61427,1,0,None
4213,6,61435,1,0,None
4214,6,61436,1,0,None
4215,6,61437,1,0,None
4216,6,61438,1,0,None
4217,6,61439,1,0,None
4218,6,61440,1,0,None
4219,6,61414,1,0,None
4220,6,61415,1,0,None
4221,6,61416,1,0,None
4222,6,61417,1,0,None
4223,6,61418,1,0,None
4224,6,61419,1,0,None
4225,6,61420,1,0,None
4226,6,61422,1,0,None
4227,6,61423,1,0,None
4228,6,61424,1,0,None
4229,6,61425,1,0,None
4230,6,61426,1,0,None
4231,6,61460,1,0,None
4232,6,61455,1,0,None
4233,6,61456,1,0,None
4234,6,61457,1,0,None
4235,6,61458,1,0,None
4236,6,61459,1,0,None
4237,6,61454,1,0,None
4238,6,61461,1,0,None
4239,6,61462,1,0,None
4240,6,61463,1,0,None
4241,6,61464,1,0,None
4242,6,61465,1,0,None
4243,6,61448,1,0,None
4244,6,61441,1,0,None
4245,6,61442,1,0,None
4246,6,61443,1,0,None
4247,6,61445,1,0,None
4248,6,61446,1,0,None
4249,6,61447,1,0,None
4250,6,61413,1,0,None
4251,6,61449,1,0,None
4252,6,61450,1,0,None
4253,6,61451,1,0,None
4254,6,61452,1,0,None
4255,6,61453,1,0,None
4256,6,61365,1,0,None
4257,6,61366,1,0,None
4258,6,61367,1,0,None
4259,6,61368,1,0,None
4260,6,61369,1,0,None
4261,6,61370,1,0,None
4262,6,61371,1,0,None
4263,6,61372,1,0,None
4264,6,61373,1,0,None
4265,6,61374,1,0,None
4266,6,61375,1,0,None
4267,6,61376,1,0,None
4268,6,61377,1,0,None
4269,6,61378,1,0,None
4270,6,61379,1,0,None
4271,6,61355,1,0,None
4272,6,61351,1,0,None
4273,6,61352,1,0,None
4274,6,61353,1,0,None
4275,6,61354,1,0,None
4276,6,61356,1,0,None
4277,6,61357,1,0,None
4278,6,61358,1,0,None
4279,6,61359,1,0,None
4280,6,61360,1,0,None
4281,6,61361,1,0,None
4282,6,61362,1,0,None
4283,6,61363,1,0,None
4284,6,61402,1,0,None
4285,6,61393,1,0,None
4286,6,61394,1,0,None
4287,6,61395,1,0,None
4288,6,61396,1,0,None
4289,6,61397,1,0,None
4290,6,61399,1,0,None
4291,6,61400,1,0,None
4292,6,61401,1,0,None
4293,6,61403,1,0,None
4294,6,61404,1,0,None
4295,6,61405,1,0,None
4296,6,61406,1,0,None
4297,6,61407,1,0,None
4298,6,61408,1,0,None
4299,6,61409,1,0,None
4300,6,61410,1,0,None
4301,6,61411,1,0,None
4302,6,61412,1,0,None
4303,6,61387,1,0,None
4304,6,61380,1,0,None
4305,6,61381,1,0,None
4306,6,61382,1,0,None
4307,6,61383,1,0,None
4308,6,61384,1,0,None
4309,6,61385,1,0,None
4310,6,61386,1,0,None
4311,6,61466,1,0,None
4312,6,61388,1,0,None
4313,6,61389,1,0,None
4314,6,61390,1,0,None
4315,6,61391,1,0,None
4316,6,61392,1,0,None
4317,6,61542,1,0,None
4318,6,61537,1,0,None
4319,6,61538,1,0,None
4320,6,61539,1,0,None
4321,6,61540,1,0,None
4322,6,61541,1,0,None
4323,6,61536,1,0,None
4324,6,61543,1,0,None
4325,6,61544,1,0,None
4326,6,61545,1,0,None
4327,6,61546,1,0,None
4328,6,61547,1,0,None
4329,6,61548,1,0,None
4330,6,61527,1,0,None
4331,6,61522,1,0,None
4332,6,61523,1,0,None
4333,6,61524,1,0,None
4334,6,61525,1,0,None
4335,6,61526,1,0,None
4336,6,61528,1,0,None
4337,6,61529,1,0,None
4338,6,61530,1,0,None
4339,6,61532,1,0,None
4340,6,61533,1,0,None
4341,6,61534,1,0,None
4342,6,61535,1,0,None
4343,6,61567,1,0,None
4344,6,61563,1,0,None
4345,6,61564,1,0,None
4346,6,61565,1,0,None
4347,6,61566,1,0,None
4348,6,61562,1,0,None
4349,6,61568,1,0,None
4350,6,61569,1,0,None
4351,6,61570,1,0,None
4352,6,61571,1,0,None
4353,6,61572,1,0,None
4354,6,61549,1,0,None
4355,6,61550,1,0,None
4356,6,61551,1,0,None
4357,6,61552,1,0,None
4358,6,61553,1,0,None
4359,6,61554,1,0,None
4360,6,61555,1,0,None
4361,6,61521,1,0,None
4362,6,61556,1,0,None
4363,6,61557,1,0,None
4364,6,61558,1,0,None
4365,6,61559,1,0,None
4366,6,61560,1,0,None
4367,6,61561,1,0,None
4368,6,61480,1,0,None
4369,6,61482,1,0,None
4370,6,61483,1,0,None
4371,6,61484,1,0,None
4372,6,61485,1,0,None
4373,6,61486,1,0,None
4374,6,61487,1,0,None
4375,6,61479,1,0,None
4376,6,61488,1,0,None
4377,6,61489,1,0,None
4378,6,61490,1,0,None
4379,6,61491,1,0,None
4380,6,61492,1,0,None
4381,6,61493,1,0,None
4382,6,61494,1,0,None
4383,6,61495,1,0,None
4384,6,61472,1,0,None
4385,6,61467,1,0,None
4386,6,61468,1,0,None
4387,6,61469,1,0,None
4388,6,61470,1,0,None
4389,6,61471,1,0,None
4390,6,61473,1,0,None
4391,6,61474,1,0,None
4392,6,61475,1,0,None
4393,6,61476,1,0,None
4394,6,61477,1,0,None
4395,6,61478,1,0,None
4396,6,61509,1,0,None
4397,6,61510,1,0,None
4398,6,61511,1,0,None
4399,6,61512,1,0,None
4400,6,61513,1,0,None
4401,6,61514,1,0,None
4402,6,61508,1,0,None
4403,6,61515,1,0,None
4404,6,61516,1,0,None
4405,6,61517,1,0,None
4406,6,61518,1,0,None
4407,6,61519,1,0,None
4408,6,61520,1,0,None
4409,6,61496,1,0,None
4410,6,61497,1,0,None
4411,6,61498,1,0,None
4412,6,61499,1,0,None
4413,6,61500,1,0,None
4414,6,61501,1,0,None
4415,6,61502,1,0,None
4416,6,61350,1,0,None
4417,6,61503,1,0,None
4418,6,61504,1,0,None
4419,6,61505,1,0,None
4420,6,61506,1,0,None
4421,6,61507,1,0,None
4422,6,61191,1,0,None
4423,6,61183,1,0,None
4424,6,61184,1,0,None
4425,6,61186,1,0,None
4426,6,61187,1,0,None
4427,6,61188,1,0,None
4428,6,61190,1,0,None
4429,6,61192,1,0,None
4430,6,61193,1,0,None
4431,6,61194,1,0,None
4432,6,61195,1,0,None
4433,6,61196,1,0,None
4434,6,61197,1,0,None
4435,6,61168,1,0,None
4436,6,61169,1,0,None
4437,6,61170,1,0,None
4438,6,61171,1,0,None
4439,6,61172,1,0,None
4440,6,61173,1,0,None
4441,6,61174,1,0,None
4442,6,61198,1,0,None
4443,6,61175,1,0,None
4444,6,61176,1,0,None
4445,6,61177,1,0,None
4446,6,61178,1,0,None
4447,6,61179,1,0,None
4448,6,61180,1,0,None
4449,6,61181,1,0,None
4450,6,61182,1,0,None
4451,6,61216,1,0,None
4452,6,61217,1,0,None
4453,6,61218,1,0,None
4454,6,61219,1,0,None
4455,6,61220,1,0,None
4456,6,61221,1,0,None
4457,6,61222,1,0,None
4458,6,61223,1,0,None
4459,6,61215,1,0,None
4460,6,61224,1,0,None
4461,6,61225,1,0,None
4462,6,61226,1,0,None
4463,6,61227,1,0,None
4464,6,61228,1,0,None
4465,6,61229,1,0,None
4466,6,61230,1,0,None
4467,6,61206,1,0,None
4468,6,61199,1,0,None
4469,6,61200,1,0,None
4470,6,61201,1,0,None
4471,6,61203,1,0,None
4472,6,61204,1,0,None
4473,6,61205,1,0,None
4474,6,61167,1,0,None
4475,6,61207,1,0,None
4476,6,61208,1,0,None
4477,6,61210,1,0,None
4478,6,61211,1,0,None
4479,6,61212,1,0,None
4480,6,61214,1,0,None
4481,6,61130,1,0,None
4482,6,61120,1,0,None
4483,6,61121,1,0,None
4484,6,61122,1,0,None
4485,6,61124,1,0,None
4486,6,61125,1,0,None
4487,6,61126,1,0,None
4488,6,61127,1,0,None
4489,6,61128,1,0,None
4490,6,61129,1,0,None
4491,6,61119,1,0,None
4492,6,61131,1,0,None
4493,6,61132,1,0,None
4494,6,61134,1,0,None
4495,6,61135,1,0,None
4496,6,61136,1,0,None
4497,6,61137,1,0,None
4498,6,61103,1,0,None
4499,6,61104,1,0,None
4500,6,61105,1,0,None
4501,6,61106,1,0,None
4502,6,61107,1,0,None
4503,6,61108,1,0,None
4504,6,61109,1,0,None
4505,6,61110,1,0,None
4506,6,61111,1,0,None
4507,6,61138,1,0,None
4508,6,61112,1,0,None
4509,6,61113,1,0,None
4510,6,61114,1,0,None
4511,6,61115,1,0,None
4512,6,61116,1,0,None
4513,6,61117,1,0,None
4514,6,61118,1,0,None
4515,6,61162,1,0,None
4516,6,61155,1,0,None
4517,6,61156,1,0,None
4518,6,61157,1,0,None
4519,6,61158,1,0,None
4520,6,61159,1,0,None
4521,6,61160,1,0,None
4522,6,61161,1,0,None
4523,6,61154,1,0,None
4524,6,61163,1,0,None
4525,6,61164,1,0,None
4526,6,61165,1,0,None
4527,6,61166,1,0,None
4528,6,61146,1,0,None
4529,6,61139,1,0,None
4530,6,61140,1,0,None
4531,6,61141,1,0,None
4532,6,61142,1,0,None
4533,6,61143,1,0,None
4534,6,61144,1,0,None
4535,6,61231,1,0,None
4536,6,61147,1,0,None
4537,6,61148,1,0,None
4538,6,61149,1,0,None
4539,6,61150,1,0,None
4540,6,61151,1,0,None
4541,6,61152,1,0,None
4542,6,61153,1,0,None
4543,6,61306,1,0,None
4544,6,61307,1,0,None
4545,6,61308,1,0,None
4546,6,61309,1,0,None
4547,6,61310,1,0,None
4548,6,61311,1,0,None
4549,6,61312,1,0,None
4550,6,61313,1,0,None
4551,6,61305,1,0,None
4552,6,61314,1,0,None
4553,6,61315,1,0,None
4554,6,61317,1,0,None
4555,6,61318,1,0,None
4556,6,61319,1,0,None
4557,6,61320,1,0,None
4558,6,61321,1,0,None
4559,6,61322,1,0,None
4560,6,61290,1,0,None
4561,6,61291,1,0,None
4562,6,61292,1,0,None
4563,6,61293,1,0,None
4564,6,61294,1,0,None
4565,6,61295,1,0,None
4566,6,61296,1,0,None
4567,6,61297,1,0,None
4568,6,61299,1,0,None
4569,6,61300,1,0,None
4570,6,61301,1,0,None
4571,6,61302,1,0,None
4572,6,61303,1,0,None
4573,6,61304,1,0,None
4574,6,61341,1,0,None
4575,6,61342,1,0,None
4576,6,61343,1,0,None
4577,6,61344,1,0,None
4578,6,61345,1,0,None
4579,6,61340,1,0,None
4580,6,61346,1,0,None
4581,6,61347,1,0,None
4582,6,61348,1,0,None
4583,6,61349,1,0,None
4584,6,61330,1,0,None
4585,6,61323,1,0,None
4586,6,61324,1,0,None
4587,6,61325,1,0,None
4588,6,61326,1,0,None
4589,6,61327,1,0,None
4590,6,61328,1,0,None
4591,6,61329,1,0,None
4592,6,61289,1,0,None
4593,6,61331,1,0,None
4594,6,61332,1,0,None
4595,6,61333,1,0,None
4596,6,61334,1,0,None
4597,6,61335,1,0,None
4598,6,61336,1,0,None
4599,6,61337,1,0,None
4600,6,61338,1,0,None
4601,6,61339,1,0,None
4602,6,61253,1,0,None
4603,6,61246,1,0,None
4604,6,61247,1,0,None
4605,6,61248,1,0,None
4606,6,61249,1,0,None
4607,6,61250,1,0,None
4608,6,61251,1,0,None
4609,6,61252,1,0,None
4610,6,61245,1,0,None
4611,6,61254,1,0,None
4612,6,61255,1,0,None
4613,6,61256,1,0,None
4614,6,61257,1,0,None
4615,6,61258,1,0,None
4616,6,61259,1,0,None
4617,6,61260,1,0,None
4618,6,61232,1,0,None
4619,6,61233,1,0,None
4620,6,61234,1,0,None
4621,6,61235,1,0,None
4622,6,61236,1,0,None
4623,6,61237,1,0,None
4624,6,61238,1,0,None
4625,6,61261,1,0,None
4626,6,61239,1,0,None
4627,6,61240,1,0,None
4628,6,61241,1,0,None
4629,6,61242,1,0,None
4630,6,61243,1,0,None
4631,6,61244,1,0,None
4632,6,61274,1,0,None
4633,6,61275,1,0,None
4634,6,61276,1,0,None
4635,6,61277,1,0,None
4636,6,61278,1,0,None
4637,6,61279,1,0,None
4638,6,61280,1,0,None
4639,6,61281,1,0,None
4640,6,61273,1,0,None
4641,6,61282,1,0,None
4642,6,61283,1,0,None
4643,6,61284,1,0,None
4644,6,61285,1,0,None
4645,6,61286,1,0,None
4646,6,61287,1,0,None
4647,6,61288,1,0,None
4648,6,61267,1,0,None
4649,6,61262,1,0,None
4650,6,61263,1,0,None
4651,6,61264,1,0,None
4652,6,61265,1,0,None
4653,6,61266,1,0,None
4654,6,61573,1,0,None
4655,6,61268,1,0,None
4656,6,61269,1,0,None
4657,6,61270,1,0,None
4658,6,61271,1,0,None
4659,6,61272,1,0,None
4660,6,61873,1,0,None
4661,6,61874,1,0,None
4662,6,61875,1,0,None
4663,6,61876,1,0,None
4664,6,61877,1,0,None
4665,6,61878,1,0,None
4666,6,61879,1,0,None
4667,6,61880,1,0,None
4668,6,61881,1,0,None
4669,6,61882,1,0,None
4670,6,61872,1,0,None
4671,6,61883,1,0,None
4672,6,61884,1,0,None
4673,6,61885,1,0,None
4674,6,61886,1,0,None
4675,6,61887,1,0,None
4676,6,61888,1,0,None
4677,6,61889,1,0,None
4678,6,61864,1,0,None
4679,6,61855,1,0,None
4680,6,61856,1,0,None
4681,6,61857,1,0,None
4682,6,61858,1,0,None
4683,6,61859,1,0,None
4684,6,61860,1,0,None
4685,6,61861,1,0,None
4686,6,61862,1,0,None
4687,6,61863,1,0,None
4688,6,61890,1,0,None
4689,6,61865,1,0,None
4690,6,61866,1,0,None
4691,6,61867,1,0,None
4692,6,61868,1,0,None
4693,6,61869,1,0,None
4694,6,61870,1,0,None
4695,6,61871,1,0,None
4696,6,61915,1,0,None
4697,6,61909,1,0,None
4698,6,61910,1,0,None
4699,6,61911,1,0,None
4700,6,61912,1,0,None
4701,6,61913,1,0,None
4702,6,61914,1,0,None
4703,6,61907,1,0,None
4704,6,61916,1,0,None
4705,6,61917,1,0,None
4706,6,61918,1,0,None
4707,6,61919,1,0,None
4708,6,61920,1,0,None
4709,6,61898,1,0,None
4710,6,61891,1,0,None
4711,6,61893,1,0,None
4712,6,61894,1,0,None
4713,6,61895,1,0,None
4714,6,61896,1,0,None
4715,6,61897,1,0,None
4716,6,61854,1,0,None
4717,6,61899,1,0,None
4718,6,61900,1,0,None
4719,6,61901,1,0,None
4720,6,61902,1,0,None
4721,6,61904,1,0,None
4722,6,61906,1,0,None
4723,6,61811,1,0,None
4724,6,61812,1,0,None
4725,6,61813,1,0,None
4726,6,61814,1,0,None
4727,6,61815,1,0,None
4728,6,61816,1,0,None
4729,6,61809,1,0,None
4730,6,61817,1,0,None
4731,6,61818,1,0,None
4732,6,61819,1,0,None
4733,6,61820,1,0,None
4734,6,61822,1,0,None
4735,6,61823,1,0,None
4736,6,61804,1,0,None
4737,6,61800,1,0,None
4738,6,61801,1,0,None
4739,6,61802,1,0,None
4740,6,61803,1,0,None
4741,6,61824,1,0,None
4742,6,61805,1,0,None
4743,6,61806,1,0,None
4744,6,61807,1,0,None
4745,6,61808,1,0,None
4746,6,61843,1,0,None
4747,6,61839,1,0,None
4748,6,61840,1,0,None
4749,6,61841,1,0,None
4750,6,61842,1,0,None
4751,6,61838,1,0,None
4752,6,61844,1,0,None
4753,6,61845,1,0,None
4754,6,61846,1,0,None
4755,6,61847,1,0,None
4756,6,61848,1,0,None
4757,6,61849,1,0,None
4758,6,61850,1,0,None
4759,6,61852,1,0,None
4760,6,61853,1,0,None
4761,6,61825,1,0,None
4762,6,61826,1,0,None
4763,6,61827,1,0,None
4764,6,61828,1,0,None
4765,6,61829,1,0,None
4766,6,61830,1,0,None
4767,6,61921,1,0,None
4768,6,61831,1,0,None
4769,6,61832,1,0,None
4770,6,61833,1,0,None
4771,6,61834,1,0,None
4772,6,61835,1,0,None
4773,6,61837,1,0,None
4774,6,61985,1,0,None
4775,6,61986,1,0,None
4776,6,61987,1,0,None
4777,6,61989,1,0,None
4778,6,61984,1,0,None
4779,6,61990,1,0,None
4780,6,61991,1,0,None
4781,6,61992,1,0,None
4782,6,61993,1,0,None
4783,6,61994,1,0,None
4784,6,61995,1,0,None
4785,6,61996,1,0,None
4786,6,61974,1,0,None
4787,6,61975,1,0,None
4788,6,61976,1,0,None
4789,6,61977,1,0,None
4790,6,61997,1,0,None
4791,6,61978,1,0,None
4792,6,61979,1,0,None
4793,6,61980,1,0,None
4794,6,61982,1,0,None
4795,6,61983,1,0,None
4796,6,62017,1,0,None
4797,6,62010,1,0,None
4798,6,62011,1,0,None
4799,6,62012,1,0,None
4800,6,62013,1,0,None
4801,6,62014,1,0,None
4802,6,62015,1,0,None
4803,6,62016,1,0,None
4804,6,62009,1,0,None
4805,6,62018,1,0,None
4806,6,62019,1,0,None
4807,6,62020,1,0,None
4808,6,62021,1,0,None
4809,6,62022,1,0,None
4810,6,62023,1,0,None
4811,6,62024,1,0,None
4812,6,62025,1,0,None
4813,6,62026,1,0,None
4814,6,62027,1,0,None
4815,6,61998,1,0,None
4816,6,61999,1,0,None
4817,6,62000,1,0,None
4818,6,62001,1,0,None
4819,6,62002,1,0,None
4820,6,62003,1,0,None
4821,6,62004,1,0,None
4822,6,62005,1,0,None
4823,6,62006,1,0,None
4824,6,62007,1,0,None
4825,6,62008,1,0,None
4826,6,61937,1,0,None
4827,6,61939,1,0,None
4828,6,61940,1,0,None
4829,6,61941,1,0,None
4830,6,61942,1,0,None
4831,6,61944,1,0,None
4832,6,61945,1,0,None
4833,6,61946,1,0,None
4834,6,61947,1,0,None
4835,6,61948,1,0,None
4836,6,61949,1,0,None
4837,6,61950,1,0,None
4838,6,61928,1,0,None
4839,6,61922,1,0,None
4840,6,61923,1,0,None
4841,6,61924,1,0,None
4842,6,61925,1,0,None
4843,6,61926,1,0,None
4844,6,61927,1,0,None
4845,6,61929,1,0,None
4846,6,61930,1,0,None
4847,6,61931,1,0,None
4848,6,61932,1,0,None
4849,6,61933,1,0,None
4850,6,61934,1,0,None
4851,6,61935,1,0,None
4852,6,61936,1,0,None
4853,6,61962,1,0,None
4854,6,61963,1,0,None
4855,6,61964,1,0,None
4856,6,61965,1,0,None
4857,6,61966,1,0,None
4858,6,61961,1,0,None
4859,6,61967,1,0,None
4860,6,61968,1,0,None
4861,6,61969,1,0,None
4862,6,61970,1,0,None
4863,6,61971,1,0,None
4864,6,61972,1,0,None
4865,6,61973,1,0,None
4866,6,61951,1,0,None
4867,6,61952,1,0,None
4868,6,61953,1,0,None
4869,6,61954,1,0,None
4870,6,61955,1,0,None
4871,6,61956,1,0,None
4872,6,61957,1,0,None
4873,6,61958,1,0,None
4874,6,61959,1,0,None
4875,6,61960,1,0,None
4876,6,61658,1,0,None
4877,6,61650,1,0,None
4878,6,61651,1,0,None
4879,6,61652,1,0,None
4880,6,61653,1,0,None
4881,6,61654,1,0,None
4882,6,61655,1,0,None
4883,6,61656,1,0,None
4884,6,61657,1,0,None
4885,6,61659,1,0,None
4886,6,61660,1,0,None
