,state_number,consecutive_number,vehicle_number,driver_distracted_by,driver_distracted_by_name
28583,6,62825,1,99,Unknown if Distracted
28584,6,62820,1,99,Unknown if Distracted
28585,6,62819,1,99,Unknown if Distracted
28586,6,62811,1,99,Unknown if Distracted
28587,6,62771,1,99,Unknown if Distracted
28588,6,62768,1,99,Unknown if Distracted
28589,6,62765,1,99,Unknown if Distracted
28590,6,62764,1,99,Unknown if Distracted
28591,6,62763,1,99,Unknown if Distracted
28592,6,62748,1,99,Unknown if Distracted
28593,6,62827,1,99,Unknown if Distracted
28594,6,62747,1,99,Unknown if Distracted
28595,6,62741,1,99,Unknown if Distracted
28596,6,62733,1,99,Unknown if Distracted
28597,6,62727,1,99,Unknown if Distracted
28598,6,62726,1,99,Unknown if Distracted
28599,6,62725,1,99,Unknown if Distracted
28600,6,62722,1,99,Unknown if Distracted
28601,6,62721,1,99,Unknown if Distracted
28602,6,62719,1,99,Unknown if Distracted
28603,6,62717,1,99,Unknown if Distracted
28604,6,62716,1,99,Unknown if Distracted
28605,6,62982,1,99,Unknown if Distracted
28606,6,62977,1,99,Unknown if Distracted
28607,6,62972,1,99,Unknown if Distracted
28608,6,62938,1,99,Unknown if Distracted
28609,6,62936,1,99,Unknown if Distracted
28610,6,62935,1,99,Unknown if Distracted
28611,6,62921,1,99,Unknown if Distracted
28612,6,62920,1,99,Unknown if Distracted
28613,6,62912,1,99,Unknown if Distracted
28614,6,62904,1,99,Unknown if Distracted
28615,6,62902,1,99,Unknown if Distracted
28616,6,62884,1,99,Unknown if Distracted
28617,6,62871,1,99,Unknown if Distracted
28618,6,62868,1,99,Unknown if Distracted
28619,6,62867,1,99,Unknown if Distracted
28620,6,62860,1,99,Unknown if Distracted
28621,6,62856,1,99,Unknown if Distracted
28622,6,62852,1,99,Unknown if Distracted
28623,6,62848,1,99,Unknown if Distracted
28624,6,62844,1,99,Unknown if Distracted
28625,6,62829,1,99,Unknown if Distracted
28626,6,62712,1,99,Unknown if Distracted
28627,6,61981,1,99,Unknown if Distracted
28628,6,62100,1,99,Unknown if Distracted
28629,6,62098,1,99,Unknown if Distracted
28630,6,62096,1,99,Unknown if Distracted
28631,6,62095,1,99,Unknown if Distracted
28632,6,62093,1,99,Unknown if Distracted
28633,6,62091,1,99,Unknown if Distracted
28634,6,62062,1,99,Unknown if Distracted
28635,6,62055,1,99,Unknown if Distracted
28636,6,62039,1,99,Unknown if Distracted
28637,6,62037,1,99,Unknown if Distracted
28638,6,62101,1,99,Unknown if Distracted
28639,6,61948,1,99,Unknown if Distracted
28640,6,61943,1,99,Unknown if Distracted
28641,6,61911,1,99,Unknown if Distracted
28642,6,61906,1,99,Unknown if Distracted
28643,6,61905,1,99,Unknown if Distracted
28644,6,61891,1,99,Unknown if Distracted
28645,6,61867,1,99,Unknown if Distracted
28646,6,61863,1,99,Unknown if Distracted
28647,6,61806,1,99,Unknown if Distracted
28648,6,61792,1,99,Unknown if Distracted
28649,6,61726,1,99,Unknown if Distracted
28650,6,62161,1,99,Unknown if Distracted
28651,6,62373,1,99,Unknown if Distracted
28652,6,62366,1,99,Unknown if Distracted
28653,6,62359,1,99,Unknown if Distracted
28654,6,62197,1,99,Unknown if Distracted
28655,6,62192,1,99,Unknown if Distracted
28656,6,62182,1,99,Unknown if Distracted
28657,6,62177,1,99,Unknown if Distracted
28658,6,62174,1,99,Unknown if Distracted
28659,6,62169,1,99,Unknown if Distracted
28660,6,62166,1,99,Unknown if Distracted
28661,6,62165,1,99,Unknown if Distracted
28662,6,61711,1,99,Unknown if Distracted
28663,6,62159,1,99,Unknown if Distracted
28664,6,62158,1,99,Unknown if Distracted
28665,6,62147,1,99,Unknown if Distracted
28666,6,62137,1,99,Unknown if Distracted
28667,6,62133,1,99,Unknown if Distracted
28668,6,62128,1,99,Unknown if Distracted
28669,6,62127,1,99,Unknown if Distracted
28670,6,62125,1,99,Unknown if Distracted
28671,6,62123,1,99,Unknown if Distracted
28672,6,62105,1,99,Unknown if Distracted
28673,6,61299,1,99,Unknown if Distracted
28674,6,61457,1,99,Unknown if Distracted
28675,6,61451,1,99,Unknown if Distracted
28676,6,61444,1,99,Unknown if Distracted
28677,6,61385,1,99,Unknown if Distracted
28678,6,61353,1,99,Unknown if Distracted
28679,6,61340,1,99,Unknown if Distracted
28680,6,61322,1,99,Unknown if Distracted
28681,6,61319,1,99,Unknown if Distracted
28682,6,61311,1,99,Unknown if Distracted
28683,6,61304,1,99,Unknown if Distracted
28684,6,61301,1,99,Unknown if Distracted
28685,6,61298,1,99,Unknown if Distracted
28686,6,61296,1,99,Unknown if Distracted
28687,6,61292,1,99,Unknown if Distracted
28688,6,61288,1,99,Unknown if Distracted
28689,6,61274,1,99,Unknown if Distracted
28690,6,61268,1,99,Unknown if Distracted
28691,6,61266,1,99,Unknown if Distracted
28692,6,61264,1,99,Unknown if Distracted
28693,6,61253,1,99,Unknown if Distracted
28694,6,61246,1,99,Unknown if Distracted
28695,6,61241,1,99,Unknown if Distracted
28696,6,61627,1,99,Unknown if Distracted
28697,6,61686,1,99,Unknown if Distracted
28698,6,61681,1,99,Unknown if Distracted
28699,6,61679,1,99,Unknown if Distracted
28700,6,61661,1,99,Unknown if Distracted
28701,6,61660,1,99,Unknown if Distracted
28702,6,61659,1,99,Unknown if Distracted
28703,6,61654,1,99,Unknown if Distracted
28704,6,61645,1,99,Unknown if Distracted
28705,6,61637,1,99,Unknown if Distracted
28706,6,61634,1,99,Unknown if Distracted
28707,6,61632,1,99,Unknown if Distracted
28708,6,62379,1,99,Unknown if Distracted
28709,6,61625,1,99,Unknown if Distracted
28710,6,61622,1,99,Unknown if Distracted
28711,6,61618,1,99,Unknown if Distracted
28712,6,61614,1,99,Unknown if Distracted
28713,6,61609,1,99,Unknown if Distracted
28714,6,61595,1,99,Unknown if Distracted
28715,6,61576,1,99,Unknown if Distracted
28716,6,61570,1,99,Unknown if Distracted
28717,6,61566,1,99,Unknown if Distracted
28718,6,61531,1,99,Unknown if Distracted
28719,6,62594,1,99,Unknown if Distracted
28720,6,62634,1,99,Unknown if Distracted
28721,6,62632,1,99,Unknown if Distracted
28722,6,62630,1,99,Unknown if Distracted
28723,6,62627,1,99,Unknown if Distracted
28724,6,62623,1,99,Unknown if Distracted
28725,6,62621,1,99,Unknown if Distracted
28726,6,62615,1,99,Unknown if Distracted
28727,6,62611,1,99,Unknown if Distracted
28728,6,62610,1,99,Unknown if Distracted
28729,6,62609,1,99,Unknown if Distracted
28730,6,62608,1,99,Unknown if Distracted
28731,6,62607,1,99,Unknown if Distracted
28732,6,62595,1,99,Unknown if Distracted
28733,6,62643,1,99,Unknown if Distracted
28734,6,62593,1,99,Unknown if Distracted
28735,6,62591,1,99,Unknown if Distracted
28736,6,62589,1,99,Unknown if Distracted
28737,6,62588,1,99,Unknown if Distracted
28738,6,62582,1,99,Unknown if Distracted
28739,6,62581,1,99,Unknown if Distracted
28740,6,62580,1,99,Unknown if Distracted
28741,6,62579,1,99,Unknown if Distracted
28742,6,62577,1,99,Unknown if Distracted
28743,6,62575,1,99,Unknown if Distracted
28744,6,62574,1,99,Unknown if Distracted
28745,6,62676,1,99,Unknown if Distracted
28746,6,62711,1,99,Unknown if Distracted
28747,6,62709,1,99,Unknown if Distracted
28748,6,62705,1,99,Unknown if Distracted
28749,6,62703,1,99,Unknown if Distracted
28750,6,62701,1,99,Unknown if Distracted
28751,6,62700,1,99,Unknown if Distracted
28752,6,62698,1,99,Unknown if Distracted
28753,6,62689,1,99,Unknown if Distracted
28754,6,62687,1,99,Unknown if Distracted
28755,6,62685,1,99,Unknown if Distracted
28756,6,62682,1,99,Unknown if Distracted
28757,6,62681,1,99,Unknown if Distracted
28758,6,62567,1,99,Unknown if Distracted
28759,6,62674,1,99,Unknown if Distracted
28760,6,62672,1,99,Unknown if Distracted
28761,6,62671,1,99,Unknown if Distracted
28762,6,62670,1,99,Unknown if Distracted
28763,6,62666,1,99,Unknown if Distracted
28764,6,62665,1,99,Unknown if Distracted
28765,6,62663,1,99,Unknown if Distracted
28766,6,62649,1,99,Unknown if Distracted
28767,6,62429,1,99,Unknown if Distracted
28768,6,62487,1,99,Unknown if Distracted
28769,6,62486,1,99,Unknown if Distracted
28770,6,62484,1,99,Unknown if Distracted
28771,6,62483,1,99,Unknown if Distracted
28772,6,62480,1,99,Unknown if Distracted
28773,6,62476,1,99,Unknown if Distracted
28774,6,62470,1,99,Unknown if Distracted
28775,6,62468,1,99,Unknown if Distracted
28776,6,62466,1,99,Unknown if Distracted
28777,6,62462,1,99,Unknown if Distracted
28778,6,62417,1,99,Unknown if Distracted
28779,6,62412,1,99,Unknown if Distracted
28780,6,62411,1,99,Unknown if Distracted
28781,6,62409,1,99,Unknown if Distracted
28782,6,62406,1,99,Unknown if Distracted
28783,6,62388,1,99,Unknown if Distracted
28784,6,62386,1,99,Unknown if Distracted
28785,6,62385,1,99,Unknown if Distracted
28786,6,62383,1,99,Unknown if Distracted
28787,6,62382,1,99,Unknown if Distracted
28788,6,62540,1,99,Unknown if Distracted
28789,6,62564,1,99,Unknown if Distracted
28790,6,62563,1,99,Unknown if Distracted
28791,6,62560,1,99,Unknown if Distracted
28792,6,62559,1,99,Unknown if Distracted
28793,6,62558,1,99,Unknown if Distracted
28794,6,62557,1,99,Unknown if Distracted
28795,6,62553,1,99,Unknown if Distracted
28796,6,62547,1,99,Unknown if Distracted
28797,6,62545,1,99,Unknown if Distracted
28798,6,62541,1,99,Unknown if Distracted
28799,6,62525,1,99,Unknown if Distracted
28800,6,62522,1,99,Unknown if Distracted
28801,6,62517,1,99,Unknown if Distracted
28802,6,62516,1,99,Unknown if Distracted
28803,6,62514,1,99,Unknown if Distracted
28804,6,62513,1,99,Unknown if Distracted
28805,6,62511,1,99,Unknown if Distracted
28806,6,62509,1,99,Unknown if Distracted
28807,6,62507,1,99,Unknown if Distracted
28808,6,62506,1,99,Unknown if Distracted
28809,6,62493,1,99,Unknown if Distracted
28810,8,80221,1,99,Unknown if Distracted
28811,9,90014,1,99,Unknown if Distracted
28812,9,90074,1,99,Unknown if Distracted
28813,9,90067,1,99,Unknown if Distracted
28814,9,90064,1,99,Unknown if Distracted
28815,9,90063,1,99,Unknown if Distracted
28816,9,90060,1,99,Unknown if Distracted
28817,9,90058,1,99,Unknown if Distracted
28818,9,90057,1,99,Unknown if Distracted
28819,9,90055,1,99,Unknown if Distracted
28820,9,90035,1,99,Unknown if Distracted
28821,9,90006,1,99,Unknown if Distracted
28822,9,90147,1,99,Unknown if Distracted
28823,9,90130,1,99,Unknown if Distracted
28824,9,90129,1,99,Unknown if Distracted
28825,9,90126,1,99,Unknown if Distracted
28826,9,90120,1,99,Unknown if Distracted
28827,9,90118,1,99,Unknown if Distracted
28828,9,90117,1,99,Unknown if Distracted
28829,9,90116,1,99,Unknown if Distracted
28830,9,90115,1,99,Unknown if Distracted
28831,9,90107,1,99,Unknown if Distracted
28832,9,90105,1,99,Unknown if Distracted
28833,9,90104,1,99,Unknown if Distracted
28834,9,90103,1,99,Unknown if Distracted
28835,9,90098,1,99,Unknown if Distracted
28836,9,90096,1,99,Unknown if Distracted
28837,9,90093,1,99,Unknown if Distracted
28838,9,90092,1,99,Unknown if Distracted
28839,9,90088,1,99,Unknown if Distracted
28840,9,90150,1,99,Unknown if Distracted
28841,9,90246,1,99,Unknown if Distracted
28842,9,90263,1,99,Unknown if Distracted
28843,9,90254,1,99,Unknown if Distracted
28844,9,90243,1,99,Unknown if Distracted
28845,9,90237,1,99,Unknown if Distracted
28846,9,90234,1,99,Unknown if Distracted
28847,9,90232,1,99,Unknown if Distracted
28848,9,90230,1,99,Unknown if Distracted
28849,9,90229,1,99,Unknown if Distracted
28850,9,90225,1,99,Unknown if Distracted
28851,9,90221,1,99,Unknown if Distracted
28852,9,90220,1,99,Unknown if Distracted
28853,9,90218,1,99,Unknown if Distracted
28854,9,90217,1,99,Unknown if Distracted
28855,12,120030,1,99,Unknown if Distracted
28856,12,120028,1,99,Unknown if Distracted
28857,12,120021,1,99,Unknown if Distracted
28858,12,120016,1,99,Unknown if Distracted
28859,12,120009,1,99,Unknown if Distracted
28860,12,120007,1,99,Unknown if Distracted
28861,12,120006,1,99,Unknown if Distracted
28862,12,120005,1,99,Unknown if Distracted
28863,12,120032,1,99,Unknown if Distracted
28864,12,120067,1,99,Unknown if Distracted
28865,12,120100,1,99,Unknown if Distracted
28866,12,120097,1,99,Unknown if Distracted
28867,12,120094,1,99,Unknown if Distracted
28868,12,120093,1,99,Unknown if Distracted
28869,12,120092,1,99,Unknown if Distracted
28870,12,120091,1,99,Unknown if Distracted
28871,12,120086,1,99,Unknown if Distracted
28872,12,120083,1,99,Unknown if Distracted
28873,12,120080,1,99,Unknown if Distracted
28874,12,120078,1,99,Unknown if Distracted
28875,12,120070,1,99,Unknown if Distracted
28876,12,120062,1,99,Unknown if Distracted
28877,12,120057,1,99,Unknown if Distracted
28878,12,120056,1,99,Unknown if Distracted
28879,12,120055,1,99,Unknown if Distracted
28880,12,120054,1,99,Unknown if Distracted
28881,12,120053,1,99,Unknown if Distracted
28882,12,120051,1,99,Unknown if Distracted
28883,12,120048,1,99,Unknown if Distracted
28884,12,120046,1,99,Unknown if Distracted
28885,12,120044,1,99,Unknown if Distracted
28886,12,120043,1,99,Unknown if Distracted
28887,12,122576,1,99,Unknown if Distracted
28888,12,122603,1,99,Unknown if Distracted
28889,12,122602,1,99,Unknown if Distracted
28890,12,122600,1,99,Unknown if Distracted
28891,12,122599,1,99,Unknown if Distracted
28892,12,122595,1,99,Unknown if Distracted
28893,12,122593,1,99,Unknown if Distracted
28894,12,122591,1,99,Unknown if Distracted
28895,12,122590,1,99,Unknown if Distracted
28896,12,122589,1,99,Unknown if Distracted
28897,12,122586,1,99,Unknown if Distracted
28898,12,122585,1,99,Unknown if Distracted
28899,12,122578,1,99,Unknown if Distracted
28900,12,122605,1,99,Unknown if Distracted
28901,12,122575,1,99,Unknown if Distracted
28902,12,122572,1,99,Unknown if Distracted
28903,12,122568,1,99,Unknown if Distracted
28904,12,122564,1,99,Unknown if Distracted
28905,12,122563,1,99,Unknown if Distracted
28906,12,122562,1,99,Unknown if Distracted
28907,12,122561,1,99,Unknown if Distracted
28908,12,122559,1,99,Unknown if Distracted
28909,12,122553,1,99,Unknown if Distracted
28910,12,122552,1,99,Unknown if Distracted
28911,12,122549,1,99,Unknown if Distracted
28912,12,122547,1,99,Unknown if Distracted
28913,12,122633,1,99,Unknown if Distracted
28914,12,122666,1,99,Unknown if Distracted
28915,12,122665,1,99,Unknown if Distracted
28916,12,122651,1,99,Unknown if Distracted
28917,12,122650,1,99,Unknown if Distracted
28918,12,122644,1,99,Unknown if Distracted
28919,12,122640,1,99,Unknown if Distracted
28920,12,122637,1,99,Unknown if Distracted
28921,12,122636,1,99,Unknown if Distracted
28922,12,122635,1,99,Unknown if Distracted
28923,12,122546,1,99,Unknown if Distracted
28924,12,122631,1,99,Unknown if Distracted
28925,12,122630,1,99,Unknown if Distracted
28926,12,122624,1,99,Unknown if Distracted
28927,12,122620,1,99,Unknown if Distracted
28928,12,122618,1,99,Unknown if Distracted
28929,12,122617,1,99,Unknown if Distracted
28930,12,122615,1,99,Unknown if Distracted
28931,12,122612,1,99,Unknown if Distracted
28932,12,122608,1,99,Unknown if Distracted
28933,12,122607,1,99,Unknown if Distracted
28934,12,122606,1,99,Unknown if Distracted
28935,12,122432,1,99,Unknown if Distracted
28936,12,122484,1,99,Unknown if Distracted
28937,12,122479,1,99,Unknown if Distracted
28938,12,122472,1,99,Unknown if Distracted
28939,12,122469,1,99,Unknown if Distracted
28940,12,122462,1,99,Unknown if Distracted
28941,12,122460,1,99,Unknown if Distracted
28942,12,122455,1,99,Unknown if Distracted
28943,12,122454,1,99,Unknown if Distracted
28944,12,122445,1,99,Unknown if Distracted
28945,12,122439,1,99,Unknown if Distracted
28946,12,122436,1,99,Unknown if Distracted
28947,12,122433,1,99,Unknown if Distracted
28948,12,122490,1,99,Unknown if Distracted
28949,12,122431,1,99,Unknown if Distracted
28950,12,122426,1,99,Unknown if Distracted
28951,12,122425,1,99,Unknown if Distracted
28952,12,122422,1,99,Unknown if Distracted
28953,12,122419,1,99,Unknown if Distracted
28954,12,122418,1,99,Unknown if Distracted
28955,12,122417,1,99,Unknown if Distracted
28956,12,122409,1,99,Unknown if Distracted
28957,12,122408,1,99,Unknown if Distracted
28958,12,122405,1,99,Unknown if Distracted
28959,12,122402,1,99,Unknown if Distracted
28960,12,122398,1,99,Unknown if Distracted
28961,12,122393,1,99,Unknown if Distracted
28962,12,122516,1,99,Unknown if Distracted
28963,12,122541,1,99,Unknown if Distracted
28964,12,122537,1,99,Unknown if Distracted
28965,12,122536,1,99,Unknown if Distracted
28966,12,122533,1,99,Unknown if Distracted
28967,12,122532,1,99,Unknown if Distracted
28968,12,122530,1,99,Unknown if Distracted
28969,12,122528,1,99,Unknown if Distracted
28970,12,122525,1,99,Unknown if Distracted
28971,12,122523,1,99,Unknown if Distracted
28972,12,122522,1,99,Unknown if Distracted
28973,12,122521,1,99,Unknown if Distracted
28974,12,122668,1,99,Unknown if Distracted
28975,12,122514,1,99,Unknown if Distracted
28976,12,122512,1,99,Unknown if Distracted
28977,12,122511,1,99,Unknown if Distracted
28978,12,122510,1,99,Unknown if Distracted
28979,12,122509,1,99,Unknown if Distracted
28980,12,122508,1,99,Unknown if Distracted
28981,12,122501,1,99,Unknown if Distracted
28982,12,122493,1,99,Unknown if Distracted
28983,12,122807,1,99,Unknown if Distracted
28984,12,122804,1,99,Unknown if Distracted
28985,12,122800,1,99,Unknown if Distracted
28986,12,122794,1,99,Unknown if Distracted
28987,12,122793,1,99,Unknown if Distracted
28988,12,122791,1,99,Unknown if Distracted
28989,12,122790,1,99,Unknown if Distracted
28990,12,122787,1,99,Unknown if Distracted
28991,12,122710,1,99,Unknown if Distracted
28992,12,122734,1,99,Unknown if Distracted
28993,12,122729,1,99,Unknown if Distracted
28994,12,122727,1,99,Unknown if Distracted
28995,12,122726,1,99,Unknown if Distracted
28996,12,122720,1,99,Unknown if Distracted
28997,12,122718,1,99,Unknown if Distracted
28998,12,122717,1,99,Unknown if Distracted
28999,12,122716,1,99,Unknown if Distracted
29000,12,122713,1,99,Unknown if Distracted
29001,12,122712,1,99,Unknown if Distracted
29002,12,122735,1,99,Unknown if Distracted
29003,12,122709,1,99,Unknown if Distracted
29004,12,122707,1,99,Unknown if Distracted
29005,12,122705,1,99,Unknown if Distracted
29006,12,122703,1,99,Unknown if Distracted
29007,12,122702,1,99,Unknown if Distracted
29008,12,122693,1,99,Unknown if Distracted
29009,12,122692,1,99,Unknown if Distracted
29010,12,122690,1,99,Unknown if Distracted
29011,12,122684,1,99,Unknown if Distracted
29012,12,122673,1,99,Unknown if Distracted
29013,12,122672,1,99,Unknown if Distracted
29014,12,122759,1,99,Unknown if Distracted
29015,12,122785,1,99,Unknown if Distracted
29016,12,122784,1,99,Unknown if Distracted
29017,12,122783,1,99,Unknown if Distracted
29018,12,122782,1,99,Unknown if Distracted
29019,12,122778,1,99,Unknown if Distracted
29020,12,122776,1,99,Unknown if Distracted
29021,12,122774,1,99,Unknown if Distracted
29022,12,122772,1,99,Unknown if Distracted
29023,12,122770,1,99,Unknown if Distracted
29024,12,122769,1,99,Unknown if Distracted
29025,12,122765,1,99,Unknown if Distracted
29026,12,122758,1,99,Unknown if Distracted
29027,12,122757,1,99,Unknown if Distracted
29028,12,122756,1,99,Unknown if Distracted
29029,12,122754,1,99,Unknown if Distracted
29030,12,122746,1,99,Unknown if Distracted
29031,12,122745,1,99,Unknown if Distracted
29032,12,122742,1,99,Unknown if Distracted
29033,12,122738,1,99,Unknown if Distracted
29034,12,122737,1,99,Unknown if Distracted
29035,12,120104,1,99,Unknown if Distracted
29036,12,120886,1,99,Unknown if Distracted
29037,12,120883,1,99,Unknown if Distracted
29038,12,120879,1,99,Unknown if Distracted
29039,12,120876,1,99,Unknown if Distracted
29040,12,120875,1,99,Unknown if Distracted
29041,12,120873,1,99,Unknown if Distracted
29042,12,120872,1,99,Unknown if Distracted
29043,12,120871,1,99,Unknown if Distracted
29044,12,120870,1,99,Unknown if Distracted
29045,12,120866,1,99,Unknown if Distracted
29046,12,120887,1,99,Unknown if Distracted
29047,12,120864,1,99,Unknown if Distracted
29048,12,120861,1,99,Unknown if Distracted
29049,12,120854,1,99,Unknown if Distracted
29050,12,120846,1,99,Unknown if Distracted
29051,12,120844,1,99,Unknown if Distracted
29052,12,120842,1,99,Unknown if Distracted
29053,12,120836,1,99,Unknown if Distracted
29054,12,120832,1,99,Unknown if Distracted
29055,12,120820,1,99,Unknown if Distracted
29056,12,120819,1,99,Unknown if Distracted
29057,12,120816,1,99,Unknown if Distracted
29058,12,120917,1,99,Unknown if Distracted
29059,12,120955,1,99,Unknown if Distracted
29060,12,120954,1,99,Unknown if Distracted
29061,12,120952,1,99,Unknown if Distracted
29062,12,120951,1,99,Unknown if Distracted
29063,12,120945,1,99,Unknown if Distracted
29064,12,120941,1,99,Unknown if Distracted
29065,12,120938,1,99,Unknown if Distracted
29066,12,120922,1,99,Unknown if Distracted
29067,12,120921,1,99,Unknown if Distracted
29068,12,120920,1,99,Unknown if Distracted
29069,12,120918,1,99,Unknown if Distracted
29070,12,120815,1,99,Unknown if Distracted
29071,12,120916,1,99,Unknown if Distracted
29072,12,120912,1,99,Unknown if Distracted
29073,12,120906,1,99,Unknown if Distracted
29074,12,120902,1,99,Unknown if Distracted
29075,12,120900,1,99,Unknown if Distracted
29076,12,120898,1,99,Unknown if Distracted
29077,12,120896,1,99,Unknown if Distracted
29078,12,120895,1,99,Unknown if Distracted
29079,12,120892,1,99,Unknown if Distracted
29080,12,120890,1,99,Unknown if Distracted
29081,12,120889,1,99,Unknown if Distracted
29082,12,120695,1,99,Unknown if Distracted
29083,12,120720,1,99,Unknown if Distracted
29084,12,120719,1,99,Unknown if Distracted
29085,12,120716,1,99,Unknown if Distracted
29086,12,120715,1,99,Unknown if Distracted
29087,12,120707,1,99,Unknown if Distracted
29088,12,120706,1,99,Unknown if Distracted
29089,12,120704,1,99,Unknown if Distracted
29090,12,120703,1,99,Unknown if Distracted
29091,12,120702,1,99,Unknown if Distracted
29092,12,120701,1,99,Unknown if Distracted
29093,12,120697,1,99,Unknown if Distracted
29094,12,120722,1,99,Unknown if Distracted
29095,12,120691,1,99,Unknown if Distracted
29096,12,120690,1,99,Unknown if Distracted
29097,12,120684,1,99,Unknown if Distracted
29098,12,120680,1,99,Unknown if Distracted
29099,12,120677,1,99,Unknown if Distracted
29100,12,120676,1,99,Unknown if Distracted
29101,12,120672,1,99,Unknown if Distracted
29102,12,120671,1,99,Unknown if Distracted
29103,12,120670,1,99,Unknown if Distracted
29104,12,120669,1,99,Unknown if Distracted
29105,12,120668,1,99,Unknown if Distracted
29106,12,120664,1,99,Unknown if Distracted
29107,12,120764,1,99,Unknown if Distracted
29108,12,120814,1,99,Unknown if Distracted
29109,12,120813,1,99,Unknown if Distracted
29110,12,120808,1,99,Unknown if Distracted
29111,12,120803,1,99,Unknown if Distracted
29112,12,120802,1,99,Unknown if Distracted
29113,12,120801,1,99,Unknown if Distracted
29114,12,120800,1,99,Unknown if Distracted
29115,12,120799,1,99,Unknown if Distracted
29116,12,120785,1,99,Unknown if Distracted
29117,12,120779,1,99,Unknown if Distracted
29118,12,120774,1,99,Unknown if Distracted
29119,12,120773,1,99,Unknown if Distracted
29120,12,120768,1,99,Unknown if Distracted
29121,12,120965,1,99,Unknown if Distracted
29122,12,120762,1,99,Unknown if Distracted
29123,12,120759,1,99,Unknown if Distracted
29124,12,120758,1,99,Unknown if Distracted
29125,12,120747,1,99,Unknown if Distracted
29126,12,120743,1,99,Unknown if Distracted
29127,12,120741,1,99,Unknown if Distracted
29128,12,120739,1,99,Unknown if Distracted
29129,12,120737,1,99,Unknown if Distracted
29130,12,120734,1,99,Unknown if Distracted
29131,12,120733,1,99,Unknown if Distracted
29132,12,120730,1,99,Unknown if Distracted
29133,12,120724,1,99,Unknown if Distracted
29134,12,121153,1,99,Unknown if Distracted
29135,12,121180,1,99,Unknown if Distracted
29136,12,121178,1,99,Unknown if Distracted
29137,12,121177,1,99,Unknown if Distracted
29138,12,121175,1,99,Unknown if Distracted
29139,12,121172,1,99,Unknown if Distracted
29140,12,121169,1,99,Unknown if Distracted
29141,12,121168,1,99,Unknown if Distracted
29142,12,121161,1,99,Unknown if Distracted
29143,12,121160,1,99,Unknown if Distracted
29144,12,121159,1,99,Unknown if Distracted
29145,12,121158,1,99,Unknown if Distracted
29146,12,121187,1,99,Unknown if Distracted
29147,12,121151,1,99,Unknown if Distracted
29148,12,121150,1,99,Unknown if Distracted
29149,12,121144,1,99,Unknown if Distracted
29150,12,121138,1,99,Unknown if Distracted
29151,12,121126,1,99,Unknown if Distracted
29152,12,121123,1,99,Unknown if Distracted
29153,12,121122,1,99,Unknown if Distracted
29154,12,121120,1,99,Unknown if Distracted
29155,12,121118,1,99,Unknown if Distracted
29156,12,121116,1,99,Unknown if Distracted
29157,12,121113,1,99,Unknown if Distracted
29158,12,121111,1,99,Unknown if Distracted
29159,12,121224,1,99,Unknown if Distracted
29160,12,121251,1,99,Unknown if Distracted
29161,12,121249,1,99,Unknown if Distracted
29162,12,121248,1,99,Unknown if Distracted
29163,12,121247,1,99,Unknown if Distracted
29164,12,121245,1,99,Unknown if Distracted
29165,12,121243,1,99,Unknown if Distracted
29166,12,121241,1,99,Unknown if Distracted
29167,12,121239,1,99,Unknown if Distracted
29168,12,121238,1,99,Unknown if Distracted
29169,12,121231,1,99,Unknown if Distracted
29170,12,121228,1,99,Unknown if Distracted
29171,12,121110,1,99,Unknown if Distracted
29172,12,121223,1,99,Unknown if Distracted
29173,12,121214,1,99,Unknown if Distracted
29174,12,121209,1,99,Unknown if Distracted
29175,12,121202,1,99,Unknown if Distracted
29176,12,121200,1,99,Unknown if Distracted
29177,12,121198,1,99,Unknown if Distracted
29178,12,121190,1,99,Unknown if Distracted
29179,12,121189,1,99,Unknown if Distracted
29180,12,120991,1,99,Unknown if Distracted
29181,12,121014,1,99,Unknown if Distracted
29182,12,121010,1,99,Unknown if Distracted
29183,12,121007,1,99,Unknown if Distracted
29184,12,121006,1,99,Unknown if Distracted
29185,12,121005,1,99,Unknown if Distracted
29186,12,121004,1,99,Unknown if Distracted
29187,12,121001,1,99,Unknown if Distracted
29188,12,120999,1,99,Unknown if Distracted
29189,12,120998,1,99,Unknown if Distracted
29190,12,120997,1,99,Unknown if Distracted
29191,12,120994,1,99,Unknown if Distracted
29192,12,120992,1,99,Unknown if Distracted
29193,12,121015,1,99,Unknown if Distracted
29194,12,120989,1,99,Unknown if Distracted
29195,12,120988,1,99,Unknown if Distracted
29196,12,120984,1,99,Unknown if Distracted
29197,12,120981,1,99,Unknown if Distracted
29198,12,120980,1,99,Unknown if Distracted
29199,12,120979,1,99,Unknown if Distracted
29200,12,120976,1,99,Unknown if Distracted
29201,12,120973,1,99,Unknown if Distracted
29202,12,120970,1,99,Unknown if Distracted
29203,12,120968,1,99,Unknown if Distracted
29204,12,121049,1,99,Unknown if Distracted
29205,12,121107,1,99,Unknown if Distracted
29206,12,121105,1,99,Unknown if Distracted
29207,12,121098,1,99,Unknown if Distracted
29208,12,121092,1,99,Unknown if Distracted
29209,12,121079,1,99,Unknown if Distracted
29210,12,121077,1,99,Unknown if Distracted
29211,12,121076,1,99,Unknown if Distracted
29212,12,121070,1,99,Unknown if Distracted
29213,12,121064,1,99,Unknown if Distracted
29214,12,121061,1,99,Unknown if Distracted
29215,12,121057,1,99,Unknown if Distracted
29216,12,121055,1,99,Unknown if Distracted
